% Moku:Pro Data Logger
% Input 1, DC coupling, 1 MOhm impedance, 400 mVpp range
% Input 2, DC coupling, 1 MOhm impedance, 4 Vpp range
% Input 3, DC coupling, 1 MOhm impedance, 4 Vpp range
% Input 4, DC coupling, 1 MOhm impedance, 4 Vpp range
% Acquisition rate: 1.0000000000e+03 Hz, Precision mode, trigger: Input 2, level: 0.000 V
% Output 1 (on) - Sine, 1.000 000 Hz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg, output termination 50 Ohm
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %, output termination 50 Ohm
% Output 3 (off) - Square, 80.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg, duty cycle 50.00 %, output termination 50 Ohm
% Output 4 (off) - Pulse, 10.000 000 000 kHz, 200.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, width 1.000 us, edge 2.000 ns, output termination 50 Ohm
% Internal 10 MHz clock
% Acquired 2024-09-17 T 00:24:43 +1000
% Time (s), Input 1 (V), Input 2 (V), Input 3 (V), Input 4 (V)
1.2860000000e+00, -3.0770370666e-03, 9.7588015024e-01, 5.9540854593e-06, 4.4142357716e-05
1.2870000000e+00, -3.0652726153e-03, 9.7458496556e-01, 7.2544029734e-06, 4.0857345049e-05
1.2880000000e+00, -3.0670451534e-03, 9.7326753861e-01, 8.4862827237e-06, 4.7906434730e-05
1.2890000000e+00, -3.0709392620e-03, 9.7188187920e-01, 1.0197226821e-05, 4.4552984299e-05
1.2900000000e+00, -3.0589215910e-03, 9.7045905809e-01, 6.8437763900e-06, 4.4758297591e-05
1.2910000000e+00, -3.0457404780e-03, 9.6898764617e-01, 8.2125316681e-06, 4.1404847160e-05
1.2920000000e+00, -3.0534191949e-03, 9.6748701132e-01, 1.0607853405e-05, 4.7358932619e-05
1.2930000000e+00, -3.0500794321e-03, 9.6599322024e-01, 1.1702857627e-05, 4.5511112994e-05
1.2940000000e+00, -3.0727186438e-03, 9.6443208641e-01, 7.5281540290e-06, 4.5579550758e-05
1.2950000000e+00, -3.0755245921e-03, 9.6283023211e-01, 1.3755990544e-05, 3.7709207909e-05
1.2960000000e+00, -3.0541583228e-03, 9.6116637319e-01, 7.3228407373e-06, 4.8248623550e-05
1.2970000000e+00, -3.0860366324e-03, 9.5944488968e-01, 9.5128491822e-06, 4.2636726910e-05
1.2980000000e+00, -3.0695636630e-03, 9.5776179975e-01, 1.4714119239e-05, 4.2842040202e-05
1.2990000000e+00, -3.0665318702e-03, 9.5597208379e-01, 6.6384630983e-06, 3.7435456854e-05
1.3000000000e+00, -3.0660322745e-03, 9.5422014547e-01, 1.3482239488e-05, 4.3868606660e-05
1.3010000000e+00, -3.0544868240e-03, 9.5237082022e-01, 1.2524110794e-05, 4.9959567647e-05
1.3020000000e+00, -3.0630483881e-03, 9.5049288797e-01, 2.3268839726e-06, 4.8248623550e-05
1.3030000000e+00, -3.0657790548e-03, 9.4859086564e-01, 5.6803344037e-06, 4.6127052869e-05
1.3040000000e+00, -3.0419695573e-03, 9.4665804631e-01, 5.9540854593e-06, 5.1259885161e-05
1.3050000000e+00, -3.0284530993e-03, 9.4472686949e-01, 1.7725380850e-05, 5.2491764912e-05
1.3060000000e+00, -3.0334011495e-03, 9.4271801581e-01, 7.6650295568e-06, 4.2773602438e-05
1.3070000000e+00, -3.0400327687e-03, 9.4065714942e-01, 1.3619115016e-05, 4.7769559202e-05
1.3080000000e+00, -3.0506816844e-03, 9.3855624695e-01, 9.9919135295e-06, 4.9001438953e-05
1.3090000000e+00, -3.0850100659e-03, 9.3639744612e-01, 7.3228407373e-06, 4.3731731132e-05
1.3100000000e+00, -3.0693378184e-03, 9.3417294504e-01, -2.8059483199e-06, 4.0925782812e-05
1.3110000000e+00, -3.0649098952e-03, 9.3189547314e-01, 1.4714119239e-05, 4.6674554980e-05
1.3120000000e+00, -3.0630894507e-03, 9.2970751782e-01, 1.4098179363e-05, 4.5853301813e-05
1.3130000000e+00, -3.0485327387e-03, 9.2737851228e-01, 4.3115791257e-06, 3.6956392506e-05
1.3140000000e+00, -3.0480126117e-03, 9.2501412441e-01, 7.5965917929e-06, 3.7982958965e-05
1.3150000000e+00, -3.0510923110e-03, 9.2268676138e-01, 4.9275190008e-06, 4.8453936841e-05
1.3160000000e+00, -3.0850648161e-03, 9.2035720833e-01, 9.2390981266e-06, 4.0378280701e-05
1.3170000000e+00, -3.0562593621e-03, 9.1795921752e-01, 8.9653470710e-06, 3.9351714243e-05
1.3180000000e+00, -3.0437078765e-03, 9.1557669365e-01, 9.8550380017e-06, 3.5245448409e-05
1.3190000000e+00, -3.0592090296e-03, 9.1308063152e-01, 2.6690727921e-06, 4.1747035979e-05
1.3200000000e+00, -3.0422775273e-03, 9.1053782640e-01, 2.8743860838e-06, 4.3047353493e-05
1.3210000000e+00, -3.0462400737e-03, 9.0795738052e-01, 2.8059483199e-06, 4.3800168896e-05
1.3220000000e+00, -3.0351326249e-03, 9.0534381075e-01, 7.1859652095e-06, 3.9283276479e-05
1.3230000000e+00, -3.0451998197e-03, 9.0271648500e-01, 9.0337848349e-06, 4.6263928397e-05
1.3240000000e+00, -3.0373842273e-03, 8.9997856381e-01, 1.1771295391e-05, 4.2978915729e-05
1.3250000000e+00, -3.0371036324e-03, 8.9732824297e-01, 2.8743860838e-06, 4.1815473743e-05
1.3260000000e+00, -3.0838055613e-03, 8.9453303938e-01, 7.7334673207e-06, 4.1473284924e-05
1.3270000000e+00, -3.0446660052e-03, 8.9172893888e-01, 9.2390981266e-06, 4.4826735355e-05
1.3280000000e+00, -3.0336201503e-03, 8.8893832062e-01, 1.2181921974e-05, 3.7367019090e-05
1.3290000000e+00, -3.0473624530e-03, 8.8613387793e-01, 8.4178449598e-06, 4.0104529646e-05
1.3300000000e+00, -3.0629388876e-03, 8.8319830848e-01, 7.2544029734e-06, 4.5374237466e-05
1.3310000000e+00, -3.0452135072e-03, 8.8025842746e-01, 4.5168924174e-06, 4.2020787035e-05
1.3320000000e+00, -3.0459936977e-03, 8.7733613494e-01, 4.3800168896e-06, 4.6948306036e-05
1.3330000000e+00, -3.0588189344e-03, 8.7440364519e-01, 9.1706603627e-06, 4.3800168896e-05
1.3340000000e+00, -3.0415178681e-03, 8.7135316874e-01, 1.2113484210e-05, 5.2628640439e-05
1.3350000000e+00, -3.0566699886e-03, 8.6825047428e-01, 6.0225232232e-06, 4.5374237466e-05
1.3360000000e+00, -3.0431740619e-03, 8.6508762302e-01, 8.1440939041e-06, 4.4963610883e-05
1.3370000000e+00, -3.0480057679e-03, 8.6194051245e-01, 1.6151312280e-05, 4.8317061314e-05
1.3380000000e+00, -3.0874053876e-03, 8.5879121187e-01, 1.1634419863e-05, 3.8667336604e-05
1.3390000000e+00, -3.0673052169e-03, 8.5556060722e-01, 1.6356625572e-05, 4.5990177341e-05
1.3400000000e+00, -3.0708708243e-03, 8.5235881488e-01, 5.5434588759e-06, 4.7222057091e-05
1.3410000000e+00, -3.0789122613e-03, 8.4911075860e-01, 1.1908170919e-05, 4.3526417841e-05
1.3420000000e+00, -3.0850648161e-03, 8.4587392612e-01, 6.2278365149e-06, 4.7016743800e-05
1.3430000000e+00, -3.0866457284e-03, 8.4255147800e-01, 3.6956392506e-06, 3.8462023312e-05
1.3440000000e+00, -3.1089838140e-03, 8.3916038679e-01, 1.4303492655e-05, 4.7085181563e-05
1.3450000000e+00, -3.1120772008e-03, 8.3569045529e-01, 3.6956392506e-06, 4.5442675230e-05
1.3460000000e+00, -3.0938932874e-03, 8.3223427977e-01, 9.7181624739e-06, 4.4826735355e-05
1.3470000000e+00, -3.0557871415e-03, 8.2875627261e-01, 7.6650295568e-06, 3.7367019090e-05
1.3480000000e+00, -3.0597907506e-03, 8.2527970264e-01, 8.2125316681e-06, 4.3526417841e-05
1.3490000000e+00, -3.0758051869e-03, 8.2175871657e-01, 1.0607853405e-05, 4.4005482188e-05
1.3500000000e+00, -3.0578265868e-03, 8.1820727568e-01, 3.6272014867e-06, 3.9351714243e-05
1.3510000000e+00, -3.0179342153e-03, 8.1449466387e-01, 6.6384630983e-06, 3.8119834493e-05
1.3520000000e+00, -3.0542815107e-03, 8.1076227354e-01, 1.0334102349e-05, 4.7085181563e-05
1.3530000000e+00, -3.0540693537e-03, 8.0716306310e-01, 6.7069008622e-06, 4.6674554980e-05
1.3540000000e+00, -3.0300819180e-03, 8.0347987952e-01, 1.0744728932e-05, 4.5374237466e-05
1.3550000000e+00, -3.0330178980e-03, 7.9976952615e-01, 9.6497247100e-06, 4.2842040202e-05
1.3560000000e+00, -3.0731703331e-03, 7.9596151209e-01, 6.5700253344e-06, 4.3457980077e-05
1.3570000000e+00, -3.0466575440e-03, 7.9212790231e-01, 8.2809694320e-06, 4.2020787035e-05
1.3580000000e+00, -3.0570327088e-03, 7.8830579007e-01, 4.9275190008e-06, 4.2157662563e-05
1.3590000000e+00, -3.0706928861e-03, 7.8444631081e-01, 3.2850126672e-06, 3.9762340826e-05
1.3600000000e+00, -3.0583672451e-03, 7.8060743132e-01, 5.0643945286e-06, 4.4758297591e-05
1.3610000000e+00, -3.0566631449e-03, 7.7668909559e-01, 1.5398496878e-05, 4.6263928397e-05
1.3620000000e+00, -3.0910120577e-03, 7.7271970528e-01, 6.8437763900e-06, 3.8735774368e-05
1.3630000000e+00, -3.0721574542e-03, 7.6876229158e-01, 1.7314754267e-05, 4.2226100327e-05
1.3640000000e+00, -3.0920523116e-03, 7.6479119033e-01, 1.9162573892e-06, 4.7085181563e-05
1.3650000000e+00, -3.0968908614e-03, 7.6065679658e-01, 1.1839733155e-05, 4.9480503300e-05
1.3660000000e+00, -3.1093260028e-03, 7.5659104590e-01, 2.4637595004e-06, 3.7572332381e-05
1.3670000000e+00, -3.0637190781e-03, 7.5250462702e-01, 1.2592548558e-05, 4.6400803924e-05
1.3680000000e+00, -3.0734235528e-03, 7.4835859884e-01, 3.7640770145e-06, 4.3457980077e-05
1.3690000000e+00, -3.0801030784e-03, 7.4406755105e-01, 2.7375105560e-06, 4.4484546535e-05
1.3700000000e+00, -3.0508322475e-03, 7.3990030717e-01, 7.7334673207e-06, 4.4963610883e-05
1.3710000000e+00, -3.0463016677e-03, 7.3575995933e-01, 8.9653470710e-06, 4.0446718465e-05
1.3720000000e+00, -3.0742174308e-03, 7.3154604089e-01, 1.1976608683e-05, 4.6948306036e-05
1.3730000000e+00, -3.0570463963e-03, 7.2720722353e-01, 1.9162573892e-06, 4.7222057091e-05
1.3740000000e+00, -3.0438105331e-03, 7.2289400190e-01, 8.2125316681e-06, 3.9557027534e-05
1.3750000000e+00, -3.0519272517e-03, 7.1856141238e-01, 1.1292231044e-05, 4.1747035979e-05
1.3760000000e+00, -3.0769275662e-03, 7.1431840790e-01, 9.1022225988e-06, 4.1610160451e-05
1.3770000000e+00, -3.0677363748e-03, 7.0996453423e-01, 4.3115791257e-06, 4.4210795480e-05
1.3780000000e+00, -3.0608173170e-03, 7.0557425168e-01, 1.2660986322e-05, 4.3252666785e-05
1.3790000000e+00, -3.0844420325e-03, 7.0105263705e-01, 8.4178449598e-06, 4.9822692120e-05
1.3800000000e+00, -3.0815744903e-03, 6.9658707296e-01, 8.4178449598e-06, 4.4552984299e-05
1.3810000000e+00, -3.0893832389e-03, 6.9206648490e-01, 2.8743860838e-06, 5.0712383050e-05
1.3820000000e+00, -3.0720890164e-03, 6.8756560692e-01, 1.0060351293e-05, 4.1336409396e-05
1.3830000000e+00, -3.0765237834e-03, 6.8298239831e-01, 9.1706603627e-06, 4.2842040202e-05
1.3840000000e+00, -3.0558966419e-03, 6.7840302222e-01, 5.4065833481e-06, 4.7153619327e-05
1.3850000000e+00, -3.0611047556e-03, 6.7382439894e-01, 6.8437763900e-07, 3.5998263812e-05
1.3860000000e+00, -3.0528990679e-03, 6.6920231767e-01, 8.2809694320e-06, 3.5040135117e-05
1.3870000000e+00, -3.0531180688e-03, 6.6452863434e-01, 8.0072183763e-06, 4.4552984299e-05
1.3880000000e+00, -3.0723969864e-03, 6.5979609453e-01, 6.3647120427e-06, 4.0515156229e-05
1.3890000000e+00, -3.0733003648e-03, 6.5505349437e-01, 2.4637595004e-06, 4.9548941064e-05
1.3900000000e+00, -3.0579360872e-03, 6.5027735970e-01, 1.0197226821e-05, 3.9488589771e-05
1.3910000000e+00, -3.0440774404e-03, 6.4556699372e-01, 1.1497544335e-05, 5.7008657329e-05
1.3920000000e+00, -3.0746691201e-03, 6.4089570571e-01, 8.0756561402e-06, 4.3321104549e-05
1.3930000000e+00, -3.0749770900e-03, 6.3607494962e-01, 1.2592548558e-05, 3.6066701576e-05
1.3940000000e+00, -3.0598865634e-03, 6.3120615022e-01, 1.2455673030e-05, 4.4416108771e-05
1.3950000000e+00, -3.0711172002e-03, 6.2629717785e-01, 6.4331498066e-06, 4.8796125661e-05
1.3960000000e+00, -3.0694815377e-03, 6.2140771025e-01, 1.2797861849e-05, 5.0301756467e-05
1.3970000000e+00, -3.0618507272e-03, 6.1650202290e-01, 2.5321972643e-06, 4.5032048646e-05
1.3980000000e+00, -3.0828953391e-03, 6.1156588074e-01, 1.3071612905e-05, 4.9275190008e-05
1.3990000000e+00, -3.0798293273e-03, 6.0639841894e-01, 8.3494071959e-06, 3.9693903062e-05
1.4000000000e+00, -3.0417437127e-03, 6.0143503855e-01, 9.2390981266e-06, 4.0583593993e-05
1.4010000000e+00, -3.0222457943e-03, 5.9647535380e-01, 4.2431413618e-06, 3.9146400951e-05
1.4020000000e+00, -3.0543773236e-03, 5.9138652699e-01, 8.6231582515e-06, 4.8317061314e-05
1.4030000000e+00, -3.0759146873e-03, 5.8630255926e-01, 1.0334102349e-05, 3.7846083437e-05
1.4040000000e+00, -3.0528511615e-03, 5.8118115607e-01, 8.3494071959e-06, 4.3868606660e-05
1.4050000000e+00, -3.0726433623e-03, 5.7613359723e-01, 7.9387806124e-06, 4.7906434730e-05
1.4060000000e+00, -3.0860982263e-03, 5.7106482269e-01, 3.2850126672e-06, 5.1396760689e-05
1.4070000000e+00, -3.0672504667e-03, 5.6591891878e-01, 7.5281540290e-07, 4.2842040202e-05
1.4080000000e+00, -3.0629662627e-03, 5.6075877982e-01, 7.6650295568e-06, 4.1199533868e-05
1.4090000000e+00, -3.0746828076e-03, 5.5552274338e-01, 8.1440939041e-06, 4.0994220576e-05
1.4100000000e+00, -3.0673941860e-03, 5.5033817214e-01, 1.6630376628e-05, 3.9488589771e-05
1.4110000000e+00, -3.0969113928e-03, 5.4504909643e-01, 2.8743860838e-06, 4.7701121439e-05
1.4120000000e+00, -3.0781183833e-03, 5.3981716626e-01, 1.8136007434e-05, 4.2636726910e-05
1.4130000000e+00, -3.0809243315e-03, 5.3456668945e-01, 1.0813166696e-05, 4.7769559202e-05
1.4140000000e+00, -3.0882608596e-03, 5.2930560479e-01, 1.2113484210e-05, 3.9967654118e-05
1.4150000000e+00, -3.0680306571e-03, 5.2394309536e-01, 1.2934737377e-05, 4.9685816592e-05
1.4160000000e+00, -3.0815334276e-03, 5.1851652818e-01, 6.9806519178e-06, 4.2431413618e-05
1.4170000000e+00, -3.0675242177e-03, 5.1313013398e-01, 1.1086917752e-05, 4.4279233244e-05
1.4180000000e+00, -3.0670177783e-03, 5.0781505192e-01, 1.1908170919e-05, 4.5374237466e-05
1.4190000000e+00, -3.0808353624e-03, 5.0248019135e-01, -5.4750211120e-07, 4.2910477966e-05
1.4200000000e+00, -3.0527348173e-03, 4.9705198166e-01, 8.8969093071e-06, 4.4210795480e-05
1.4210000000e+00, -3.0834907476e-03, 4.9159133248e-01, 1.0334102349e-05, 4.4416108771e-05
1.4220000000e+00, -3.0776119438e-03, 4.8608708845e-01, 3.7640770145e-06, 4.4210795480e-05
1.4230000000e+00, -3.0646772068e-03, 4.8061644735e-01, 5.7487721676e-06, 3.8462023312e-05
1.4240000000e+00, -3.0666824332e-03, 4.7511767833e-01, 1.0402540113e-05, 3.9488589771e-05
1.4250000000e+00, -3.0652452402e-03, 4.6941181664e-01, 7.1859652095e-06, 3.8393585548e-05
1.4260000000e+00, -3.1066021799e-03, 4.6388909441e-01, 3.9009525423e-06, 3.8393585548e-05
1.4270000000e+00, -3.0970756434e-03, 4.5835336900e-01, 9.6497247100e-06, 5.2697078203e-05
1.4280000000e+00, -3.0923534378e-03, 4.5270643223e-01, 4.9275190008e-06, 4.2294538090e-05
1.4290000000e+00, -3.0829843082e-03, 4.4709029245e-01, 6.6384630983e-06, 4.8111748022e-05
1.4300000000e+00, -3.0558966419e-03, 4.4151117750e-01, 2.3953217365e-06, 4.2362975854e-05
1.4310000000e+00, -3.0586067773e-03, 4.3593678475e-01, 5.7487721676e-06, 3.8598898840e-05
1.4320000000e+00, -3.0705423230e-03, 4.3030066114e-01, 1.8546634017e-05, 4.4895173119e-05
1.4330000000e+00, -3.0697621325e-03, 4.2461142983e-01, 3.9693903062e-06, 3.7367019090e-05
1.4340000000e+00, -3.0440500653e-03, 4.1894882081e-01, 1.1634419863e-05, 4.3252666785e-05
1.4350000000e+00, -3.0778788511e-03, 4.1324453319e-01, 1.6630376628e-05, 4.7769559202e-05
1.4360000000e+00, -3.0808216749e-03, 4.0751102264e-01, 8.6915960154e-06, 4.4895173119e-05
1.4370000000e+00, -3.0755656548e-03, 4.0162653839e-01, 6.7753386261e-06, 4.0378280701e-05
1.4380000000e+00, -3.0712882946e-03, 3.9582417945e-01, 1.1702857627e-05, 4.8933001189e-05
1.4390000000e+00, -3.0838739991e-03, 3.9008423575e-01, 1.1565982099e-05, 4.0857345049e-05
1.4400000000e+00, -3.0484916761e-03, 3.8426031892e-01, 5.6803344037e-06, 4.8248623550e-05
1.4410000000e+00, -3.0476225165e-03, 3.7843941335e-01, 1.0881604460e-05, 4.0104529646e-05
1.4420000000e+00, -3.1064037104e-03, 3.7265231603e-01, 1.8136007434e-05, 4.2226100327e-05
1.4430000000e+00, -3.0999089667e-03, 3.6688711880e-01, 7.1175274456e-06, 4.2431413618e-05
1.4440000000e+00, -3.0992177453e-03, 3.6109276708e-01, 5.8172099315e-06, 4.7427370383e-05
1.4450000000e+00, -3.0712609195e-03, 3.5522142288e-01, 6.9806519178e-06, 3.3876693131e-05
1.4460000000e+00, -3.0703643848e-03, 3.4933112142e-01, 7.0490896817e-06, 3.4629508534e-05
1.4470000000e+00, -3.0848937217e-03, 3.4344602122e-01, 8.3494071959e-06, 4.4279233244e-05
1.4480000000e+00, -3.0482453001e-03, 3.3753580437e-01, 2.1215706809e-06, 5.2286451620e-05
1.4490000000e+00, -3.0715620457e-03, 3.3163845382e-01, 6.1593987510e-06, 4.6742992744e-05
1.4500000000e+00, -3.0642802678e-03, 3.2578593000e-01, 5.6803344037e-06, 4.4758297591e-05
1.4510000000e+00, -3.0369736007e-03, 3.1985141774e-01, 6.7069008622e-06, 4.6332366161e-05
1.4520000000e+00, -3.0577786804e-03, 3.1382773108e-01, 6.2962742788e-06, 4.2294538090e-05
1.4530000000e+00, -3.0356322206e-03, 3.0785783649e-01, 6.4331498066e-06, 4.9343627772e-05
1.4540000000e+00, -3.0487106769e-03, 3.0195809062e-01, 6.6384630983e-06, 4.2499851382e-05
1.4550000000e+00, -3.0604614406e-03, 2.9601023300e-01, 6.7753386261e-06, 5.0438631995e-05
1.4560000000e+00, -3.0571216779e-03, 2.9000502453e-01, 3.9693903062e-06, 4.3457980077e-05
1.4570000000e+00, -3.0481152684e-03, 2.8399509385e-01, 9.3759736544e-06, 4.9959567647e-05
1.4580000000e+00, -3.0428387169e-03, 2.7795607713e-01, 1.4782557002e-05, 3.9420152007e-05
1.4590000000e+00, -3.0537613837e-03, 2.7190734224e-01, 6.2278365149e-06, 3.5519199464e-05
1.4600000000e+00, -3.0481563310e-03, 2.6588187620e-01, 9.6497247100e-06, 4.8590812369e-05
1.4610000000e+00, -3.0528990679e-03, 2.5989459842e-01, 1.2250359738e-05, 4.3800168896e-05
1.4620000000e+00, -3.0718837031e-03, 2.5385777170e-01, 5.0643945286e-06, 4.6879868272e-05
1.4630000000e+00, -3.0616591015e-03, 2.4771979397e-01, 1.3208488433e-05, 4.6537679452e-05
1.4640000000e+00, -3.0408471780e-03, 2.4161473481e-01, 6.8437763900e-06, 4.3457980077e-05
1.4650000000e+00, -3.0244426464e-03, 2.3554368921e-01, 1.0402540113e-05, 4.3800168896e-05
1.4660000000e+00, -3.0681743764e-03, 2.2953259509e-01, 1.1497544335e-05, 5.4476460065e-05
1.4670000000e+00, -3.0408813969e-03, 2.2341384837e-01, 4.3115791257e-06, 3.7503894617e-05
1.4680000000e+00, -3.0383971061e-03, 2.1728107191e-01, 7.1859652095e-06, 4.9959567647e-05
1.4690000000e+00, -3.0265231544e-03, 2.1116314645e-01, 1.1565982099e-05, 3.9967654118e-05
1.4700000000e+00, -3.0335585564e-03, 2.0501264460e-01, 1.5466934641e-05, 4.4210795480e-05
1.4710000000e+00, -3.0862351019e-03, 1.9884838677e-01, 9.1022225988e-06, 4.5579550758e-05
1.4720000000e+00, -3.0577649928e-03, 1.9269145178e-01, 1.0265664585e-05, 4.9275190008e-05
1.4730000000e+00, -3.0406008021e-03, 1.8656011251e-01, 4.3115791257e-06, 4.4073919952e-05
1.4740000000e+00, -3.0182490290e-03, 1.8035876141e-01, 1.7588505322e-05, 4.1336409396e-05
1.4750000000e+00, -3.0544046987e-03, 1.7412312299e-01, 1.1634419863e-05, 4.5442675230e-05
1.4760000000e+00, -3.0690845987e-03, 1.6795599077e-01, 1.1565982099e-05, 4.6948306036e-05
1.4770000000e+00, -3.0738547107e-03, 1.6182348806e-01, 8.6231582515e-06, 4.9275190008e-05
1.4780000000e+00, -3.0554175776e-03, 1.5567367060e-01, 1.2113484210e-05, 4.0378280701e-05
1.4790000000e+00, -3.0766469714e-03, 1.4946725511e-01, 5.8172099315e-06, 4.9891129883e-05
1.4800000000e+00, -3.0478209860e-03, 1.4324468830e-01, 6.7753386261e-06, 3.8530461076e-05
1.4810000000e+00, -3.0720753289e-03, 1.3703019715e-01, 9.5128491822e-06, 4.3184229021e-05
1.4820000000e+00, -3.0740394927e-03, 1.3078915214e-01, 4.1062658340e-06, 4.3663293368e-05
1.4830000000e+00, -3.0419353384e-03, 1.2443354232e-01, 7.5281540290e-06, 4.5032048646e-05
1.4840000000e+00, -3.0375963843e-03, 1.1820775894e-01, 9.5812869461e-06, 3.9693903062e-05
1.4850000000e+00, -3.0564783629e-03, 1.1196062298e-01, 1.0470977877e-05, 4.6606117216e-05
1.4860000000e+00, -3.0556092033e-03, 1.0567454593e-01, 6.9122141539e-06, 3.9693903062e-05
1.4870000000e+00, -3.0533233821e-03, 9.9460739152e-02, 9.3759736544e-06, 4.2978915729e-05
1.4880000000e+00, -3.0814376147e-03, 9.3292238178e-02, 1.1839733155e-05, 4.9001438953e-05
1.4890000000e+00, -3.0652657716e-03, 8.7072682633e-02, 2.7375105560e-07, 4.7701121439e-05
1.4900000000e+00, -3.0382191680e-03, 8.0816170695e-02, 6.7069008622e-06, 5.4202709009e-05
1.4910000000e+00, -3.0227111711e-03, 7.4551788414e-02, 1.1223793280e-05, 4.0857345049e-05
1.4920000000e+00, -3.0681059387e-03, 6.8249765363e-02, 1.8478196253e-06, 3.4082006422e-05
1.4930000000e+00, -3.0778925387e-03, 6.1981619005e-02, 7.5281540290e-06, 4.7427370383e-05
1.4940000000e+00, -3.1016609734e-03, 5.5723122372e-02, 1.0128789057e-05, 4.3252666785e-05
1.4950000000e+00, -3.0719589847e-03, 4.9507946843e-02, 4.1062658340e-06, 3.9214838715e-05
1.4960000000e+00, -3.0633289829e-03, 4.3196410943e-02, 5.2012700564e-06, 4.4826735355e-05
1.4970000000e+00, -3.0958027010e-03, 3.6865028091e-02, 1.1155355516e-05, 4.1952349271e-05
1.4980000000e+00, -3.0777488194e-03, 3.0628363105e-02, 8.4178449598e-06, 3.8735774368e-05
1.4990000000e+00, -3.0853317234e-03, 2.4423521679e-02, 1.0744728932e-05, 4.6469241688e-05
1.5000000000e+00, -3.0789191051e-03, 1.8163724728e-02, 1.3824428308e-05, 4.1678598215e-05
1.5010000000e+00, -3.0668398401e-03, 1.1880727375e-02, 6.0909609871e-06, 3.8530461076e-05
1.5020000000e+00, -3.0800962346e-03, 5.6003990955e-03, 5.3381455842e-06, 4.7085181563e-05
1.5030000000e+00, -3.0559924548e-03, -6.9779144073e-04, 8.1440939041e-06, 4.6674554980e-05
1.5040000000e+00, -3.0683112520e-03, -6.9694281246e-03, 9.1706603627e-06, 4.5237361938e-05
1.5050000000e+00, -3.0850442848e-03, -1.3179949885e-02, 1.0813166696e-05, 3.5177010645e-05
1.5060000000e+00, -3.0996489032e-03, -1.9428865231e-02, 7.0490896817e-06, 5.0301756467e-05
1.5070000000e+00, -3.0743269313e-03, -2.5735131424e-02, 7.7334673207e-06, 4.7974872494e-05
1.5080000000e+00, -3.0733208962e-03, -3.2058986122e-02, 5.8856476954e-06, 4.4621422063e-05
1.5090000000e+00, -3.1094765659e-03, -3.8300920816e-02, 2.6690727921e-06, 3.8598898840e-05
1.5100000000e+00, -3.0615085384e-03, -4.4499602843e-02, 1.1908170919e-05, 5.1807387273e-05
1.5110000000e+00, -3.0736767725e-03, -5.0761589802e-02, -1.1634419863e-06, 4.5784864049e-05
1.5120000000e+00, -3.0727460190e-03, -5.7030625851e-02, 3.2165749033e-06, 4.5237361938e-05
1.5130000000e+00, -3.0633152953e-03, -6.3322041049e-02, 4.8590812369e-06, 4.8659250133e-05
1.5140000000e+00, -3.0608652234e-03, -6.9596141492e-02, 4.9959567647e-06, 4.0788907285e-05
1.5150000000e+00, -3.0765169396e-03, -7.5889130758e-02, 2.6006350282e-06, 4.8796125661e-05
1.5160000000e+00, -3.0795487325e-03, -8.2203404169e-02, 1.5466934641e-05, 3.7640770145e-05
1.5170000000e+00, -3.0594417180e-03, -8.8449102940e-02, 6.2962742788e-06, 4.5511112994e-05
1.5180000000e+00, -3.0744843381e-03, -9.4728952156e-02, 1.5466934641e-05, 3.7503894617e-05
1.5190000000e+00, -3.0630757632e-03, -1.0102296799e-01, 7.9387806124e-06, 4.5168924174e-05
1.5200000000e+00, -3.0508185600e-03, -1.0722479815e-01, 1.5672247933e-05, 4.5784864049e-05
1.5210000000e+00, -3.0385339817e-03, -1.1339884259e-01, 8.2809694320e-06, 3.8598898840e-05
1.5220000000e+00, -3.0491144597e-03, -1.1962551566e-01, 9.5812869461e-06, 4.3526417841e-05
1.5230000000e+00, -3.0546989811e-03, -1.2585369436e-01, 7.5281540290e-06, 4.2568289146e-05
1.5240000000e+00, -3.0360565347e-03, -1.3211410725e-01, 4.7906434730e-06, 4.2226100327e-05
1.5250000000e+00, -3.0626035426e-03, -1.3833619500e-01, 5.6118966398e-06, 4.7564245911e-05
1.5260000000e+00, -3.0894927393e-03, -1.4461686546e-01, 9.9919135295e-06, 4.5784864049e-05
1.5270000000e+00, -3.0720000473e-03, -1.5094503174e-01, 6.4331498066e-06, 4.7564245911e-05
1.5280000000e+00, -3.0882061094e-03, -1.5713625405e-01, 7.3228407373e-06, 4.0172967410e-05
1.5290000000e+00, -3.0802467977e-03, -1.6336012118e-01, 4.3115791257e-06, 4.9548941064e-05
1.5300000000e+00, -3.0959737954e-03, -1.6960061868e-01, 5.6803344037e-06, 4.3800168896e-05
1.5310000000e+00, -3.0575254607e-03, -1.7573845953e-01, 8.2809694320e-06, 4.7222057091e-05
1.5320000000e+00, -3.0645471750e-03, -1.8185795907e-01, 5.2697078203e-06, 4.0720469521e-05
1.5330000000e+00, -3.0595375309e-03, -1.8800517590e-01, 2.1215706809e-06, 4.1541722688e-05
